Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
6489529,"The Burning Land (The Saxon Stories, #5)",Bernard Cornwell,"Cornwell, Bernard",,"=""000721975X""","=""9780007219759""",3,4.29,HarperCollins,Paperback,336,2009,2009,,2017/12/31,,,read,,,,1,,,0,,,,,
11734251,"Death of Kings (The Saxon Stories, #6)",Bernard Cornwell,"Cornwell, Bernard",,"=""0007331789""","=""9780007331789""",4,4.29,HarperCollins,Hardcover,335,2011,2011,,2017/12/31,,,read,,,,1,,,0,,,,,
17853024,"The Pagan Lord (The Saxon Stories, #7)",Bernard Cornwell,"Cornwell, Bernard",,"=""0007331908""","=""9780007331901""",4,4.33,Harper Collins,Hardcover,303,2013,2013,,2017/12/31,,,read,,,,1,,,0,,,,,
1297150,"Sword Song (The Saxon Stories, #4)",Bernard Cornwell,"Cornwell, Bernard",,"=""0060888644""","=""9780060888640""",3,4.29,Harper,Hardcover,336,2008,2007,,2017/12/31,,,read,,,,1,,,0,,,,,
68526,"Lords of the North (The Saxon Stories, #3)",Bernard Cornwell,"Cornwell, Bernard",,"=""0060888628""","=""9780060888626""",4,4.33,Harper,Hardcover,317,2007,2006,,2017/12/31,,,read,,,,1,,,0,,,,,
68528,"The Pale Horseman (The Saxon Stories, #2)",Bernard Cornwell,"Cornwell, Bernard",,"=""0061144835""","=""9780061144837""",4,4.28,Harper Paperbacks,Paperback,384,2006,2005,,2017/12/31,,,read,,,,1,,,0,,,,,
68527,"The Last Kingdom (The Saxon Stories, #1)",Bernard Cornwell,"Cornwell, Bernard",,"=""0060887184""","=""9780060887186""",4,4.24,Harper Paperbacks,Paperback,351,2006,2004,,2017/12/31,,,read,,,,1,,,0,,,,,
8737174,"The Last Four Things (The Left Hand of God, #2)",Paul  Hoffman,"Hoffman, Paul",,"=""0718155211""","=""9780718155216""",1,3.53,Michael Joseph,Hardcover,422,2011,2011,,2017/12/31,,,read,,,,1,,,0,,,,,
7116709,"The Left Hand of God (The Left Hand of God, #1)",Paul  Hoffman,"Hoffman, Paul",,"=""0718155181""","=""9780718155186""",1,3.65,Michael Joseph,Hardcover,436,2010,2010,,2017/12/31,,,read,,,,1,,,0,,,,,
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""055357342X""","=""9780553573428""",1,4.53,Bantam,Mass Market Paperback,1177,2003,2000,,2017/12/31,,,read,,,,1,,,0,,,,,
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",2,4.41,Bantam,Paperback,969,2002,1998,,2017/12/31,,,read,,,,1,,,0,,,,,
16279856,"The Eye of Minds (The Mortality Doctrine, #1)",James Dashner,"Dashner, James",,"=""0385741391""","=""9780385741392""",2,3.85,Delacorte Books for Young Readers,Hardcover,308,2013,2013,,2017/12/31,,,read,,,,1,,,0,,,,,
17700320,"The Rule of Thoughts (The Mortality Doctrine, #2)",James Dashner,"Dashner, James",,"=""0385741413""","=""9780385741415""",2,3.97,Delacorte Press,Hardcover,336,2014,2014,,2017/12/31,,,read,,,,1,,,0,,,,,
7864437,"The Death Cure (The Maze Runner, #3)",James Dashner,"Dashner, James",,"=""0385738773""","=""9780385738774""",3,3.78,Delacorte Books for Young Readers,Hardcover,325,2011,2011,,2017/12/31,,,read,,,,1,,,0,,,,,
7631105,"The Scorch Trials (The Maze Runner, #2)",James Dashner,"Dashner, James",,"=""0385738757""","=""9780385738750""",3,3.90,Delacorte Press,Hardcover,362,2010,2010,,2017/12/31,,,read,,,,1,,,0,,,,,
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,"Dashner, James",,"=""0385737947""","=""9780385737944""",4,4.04,Delacorte Press,Hardcover,384,2009,2009,,2017/12/31,,,read,,,,1,,,0,,,,,
39999,The Boy in the Striped Pajamas,John Boyne,"Boyne, John",,"=""""","=""""",4,4.16,David Fickling Books,Hardcover,240,2006,2006,,2017/12/31,,,read,,,,1,,,0,,,,,
5886881,Dark Places,Gillian Flynn,"Flynn, Gillian",,"=""0307341569""","=""9780307341563""",4,3.94,Shaye Areheart Books,Hardcover,349,2009,2009,,2017/12/31,,,read,,,,1,,,0,,,,,
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",5,4.10,Broadway Books,Paperback,415,2014,2012,,2017/12/31,,,read,,,,1,,,0,,,,,
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,"Brown, Dan",,"=""0385504225""","=""9780385504225""",2,3.73,Doubleday,Hardcover,509,2009,2009,,2017/12/31,,,read,,,,1,,,0,,,,,
17212231,"Inferno (Robert Langdon, #4)",Dan Brown,"Brown, Dan",,"=""0385537859""","=""9780385537858""",2,3.87,Doubleday,Hardcover,463,2013,2013,,2017/12/31,,,read,,,,1,,,0,,,,,
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""""","=""""",1,3.88,Anchor,Paperback,489,2006,2003,,2017/12/31,,,read,,,,1,,,0,,,,,
960,"Angels & Demons (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",3,3.92,Pocket Books,Mass Market Paperback,736,2006,2000,,2017/12/31,,,read,,,,1,,,0,,,,,
16303287,The Bane Chronicles,Cassandra Clare,"Clare, Cassandra","Sarah Rees Brennan, Maureen Johnson, Cassandra Jean","=""1442495995""","=""9781442495999""",2,4.12,Margaret K. McElderry Books,Hardcover,507,2014,2014,,2017/12/31,,,read,,,,1,,,0,,,,,
8755785,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,"Clare, Cassandra",,"=""1481426303""","=""9781481426305""",3,4.39,Margaret K. McElderry Books,Hardcover,725,2014,2014,,2017/12/31,,,read,,,,1,,,0,,,,,
18335634,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1406321346""","=""9781406321340""",3,4.55,Walker Books Ltd,Paperback,567,2013,2013,,2017/12/31,,,read,,,,1,,,0,,,,,
10025305,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1416975888""","=""9781416975885""",3,4.42,Margaret K. McElderry Books,Hardcover,498,2011,2011,,2017/12/31,,,read,,,,1,,,0,,,,,
8755776,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,"Clare, Cassandra",,"=""1442416866""","=""9781442416864""",2,4.23,Margaret K. McElderry Books,Hardcover,535,2012,2012,,2017/12/31,,,read,,,,1,,,0,,,,,
6752378,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"Clare, Cassandra",,"=""1442403543""","=""9781442403543""",2,4.09,Margaret K. McElderry Books,Hardcover,425,2011,2011,,2017/12/31,,,read,,,,1,,,0,,,,,
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1416914293""","=""9781416914297""",2,4.13,Margaret K. McElderry Books,Hardcover,453,2008,2008,,2017/12/31,,,read,,,,1,,,0,,,,,
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1416914307""","=""9781416914303""",2,4.29,Margaret K. McElderry Books,Hardcover,541,2009,2009,,2017/12/31,,,read,,,,1,,,0,,,,,
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416975861""","=""9781416975861""",3,4.31,Margaret K. McElderry Books,Hardcover,479,2010,2010,,2017/12/31,,,read,,,,1,,,0,,,,,
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416914285""","=""9781416914280""",3,4.08,Margaret K. McElderry Books,Hardcover,485,2007,2007,,2017/12/31,,,read,,,,1,,,0,,,,,
33396914,"Assassin's Quest (Farseer Trilogy, #3)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.18,Spectra,Kindle Edition,757,2002,1997,,2017/12/31,,,read,,,,1,,,0,,,,,
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""055357339X""","=""9780553573398""",4,4.16,Spectra Books,Mass Market Paperback,435,1996,1995,,2017/12/31,,,read,,,,1,,,0,,,,,
25300956,"Royal Assassin (Farseer Trilogy, #2)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.23,Spectra,Kindle Edition,675,2002,1996,,2017/12/31,,,read,,,,1,,,0,,,,,
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""0385534635""","=""9780385534635""",3,4.03,Doubleday,Hardcover,387,2011,2011,,2017/12/31,,,read,,,,1,,,0,,,,,
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765350378""","=""9780765350374""",3,4.18,Tor Fantasy,Mass Market Paperback,622,2006,2005,,2017/12/31,,,read,,,,1,,,0,,,,,
2890090,"The Republic of Thieves (Gentleman Bastard, #3)",Scott Lynch,"Lynch, Scott",,"=""0553804693""","=""9780553804690""",5,4.20,Del Rey,Hardcover,650,2013,2013,,2017/12/31,,,read,,,,1,,,0,,,,,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",3,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2017/12/31,,,read,,,,1,,,0,,,,,
